Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006508~proteolysis	8	14.285714285714285	2.461146403973113E-4	FBGN0020906, FBGN0053459, FBGN0038484, FBGN0036024, FBGN0003358, FBGN0028945, FBGN0031654, FBGN0036023	35	73	1861	5.827005870841487	0.00979748608517983	0.00979748608517983	0.22494542989077715
UP_KEYWORDS	Cuticle	3	5.357142857142857	0.0014333914444314977	FBGN0004554, FBGN0020638, FBGN0020637	54	3	2385	44.166666666666664	0.046232979984214495	0.011764216851729015	1.24423001553573
INTERPRO	IPR013788:Hemocyanin/hexamerin	3	5.357142857142857	0.002019272864675013	FBGN0002562, FBGN0002565, FBGN0000639	40	4	2074	38.887499999999996	0.13544005259795633	0.0357297276961962	2.081960425944629
INTERPRO	IPR005203:Hemocyanin, C-terminal	3	5.357142857142857	0.002019272864675013	FBGN0002562, FBGN0002565, FBGN0000639	40	4	2074	38.887499999999996	0.13544005259795633	0.0357297276961962	2.081960425944629
INTERPRO	IPR005204:Hemocyanin, N-terminal	3	5.357142857142857	0.002019272864675013	FBGN0002562, FBGN0002565, FBGN0000639	40	4	2074	38.887499999999996	0.13544005259795633	0.0357297276961962	2.081960425944629
UP_KEYWORDS	Protease	7	12.5	0.0031846982088927903	FBGN0020906, FBGN0038484, FBGN0036024, FBGN0003358, FBGN0028945, FBGN0031654, FBGN0036023	54	67	2385	4.614427860696518	0.09991200214261109	0.02083249106384444	2.7458025404555553
GOTERM_BP_DIRECT	GO:0006030~chitin metabolic process	4	7.142857142857142	0.0037714816025256606	FBGN0040609, FBGN0036948, FBGN0036361, FBGN0036362	35	18	1861	11.815873015873017	0.1402765084418588	0.07278724579622986	3.3979904578960274
INTERPRO	IPR002557:Chitin binding domain	4	7.142857142857142	0.0048388570276542515	FBGN0040609, FBGN0036948, FBGN0036361, FBGN0036362	40	19	2074	10.91578947368421	0.29477851221013396	0.06746507183314088	4.923540710986851
GOTERM_MF_DIRECT	GO:0008061~chitin binding	4	7.142857142857142	0.01039546740501456	FBGN0040609, FBGN0036948, FBGN0036361, FBGN0036362	36	23	1717	8.294685990338163	0.31353195094704833	0.17146632593904088	8.89936269167162
UP_KEYWORDS	Disulfide bond	9	16.071428571428573	0.012674817185035575	FBGN0020906, FBGN0053459, FBGN0038484, FBGN0036024, FBGN0003358, FBGN0031654, FBGN0033327, FBGN0043576, FBGN0036023	54	144	2385	2.7604166666666665	0.34357203822925386	0.0677526044633564	10.536496983489707
GOTERM_CC_DIRECT	GO:0005616~larval serum protein complex	2	3.571428571428571	0.025540313086447754	FBGN0002562, FBGN0002565	24	2	1790	74.58333333333333	0.303863699687441	0.16565217066707782	16.116979064284365
UP_SEQ_FEATURE	chain:Larval cuticle protein 8	2	3.571428571428571	0.033809908657992785	FBGN0020638, FBGN0020637	11	2	587	53.36363636363637	0.5307797518101758	0.31500346848336214	23.599775306064686
UP_SEQ_FEATURE	domain:Chitin-binding type R&R	2	3.571428571428571	0.033809908657992785	FBGN0020638, FBGN0020637	11	2	587	53.36363636363637	0.5307797518101758	0.31500346848336214	23.599775306064686
UP_SEQ_FEATURE	chain:Peptidoglycan-recognition protein SC1a/b	2	3.571428571428571	0.033809908657992785	FBGN0033327, FBGN0043576	11	2	587	53.36363636363637	0.5307797518101758	0.31500346848336214	23.599775306064686
GOTERM_MF_DIRECT	GO:0004175~endopeptidase activity	2	3.571428571428571	0.040364896218162624	FBGN0020906, FBGN0003358	36	2	1717	47.69444444444444	0.773107289032805	0.39007910103249244	30.753228856117452
GOTERM_MF_DIRECT	GO:0045735~nutrient reservoir activity	2	3.571428571428571	0.040364896218162624	FBGN0002562, FBGN0002565	36	2	1717	47.69444444444444	0.773107289032805	0.39007910103249244	30.753228856117452
GOTERM_MF_DIRECT	GO:0042302~structural constituent of cuticle	3	5.357142857142857	0.04051034211050935	FBGN0004554, FBGN0020638, FBGN0020637	36	16	1717	8.942708333333332	0.7743420045967722	0.3107723665336042	30.846783218009865
UP_KEYWORDS	Storage protein	2	3.571428571428571	0.043959731543708275	FBGN0002562, FBGN0002565	54	2	2385	44.166666666666664	0.773162887477314	0.19098018521947246	32.45610585725475
INTERPRO	IPR014756:Immunoglobulin E-set	3	5.357142857142857	0.04817841137775075	FBGN0002562, FBGN0002565, FBGN0000639	40	19	2074	8.186842105263157	0.9714241162883965	0.4470745097926032	40.18780409118088
GOTERM_BP_DIRECT	GO:0040003~chitin-based cuticle development	3	5.357142857142857	0.050129452015475515	FBGN0052570, FBGN0020638, FBGN0020637	35	20	1861	7.975714285714286	0.8721864551711274	0.4962764060364425	37.532941218922986
INTERPRO	IPR018299:Alkaline phosphatase, active site	2	3.571428571428571	0.05538478706713475	FBGN0034712, FBGN0043791	40	3	2074	34.56666666666666	0.9834668593358116	0.4434818442488695	44.73700555911182
INTERPRO	IPR008922:Uncharacterised domain, di-copper centre	2	3.571428571428571	0.05538478706713475	FBGN0002562, FBGN0002565	40	3	2074	34.56666666666666	0.9834668593358116	0.4434818442488695	44.73700555911182
INTERPRO	IPR001952:Alkaline phosphatase	2	3.571428571428571	0.05538478706713475	FBGN0034712, FBGN0043791	40	3	2074	34.56666666666666	0.9834668593358116	0.4434818442488695	44.73700555911182
INTERPRO	IPR000896:Hemocyanin/hexamerin middle domain	2	3.571428571428571	0.05538478706713475	FBGN0002562, FBGN0002565	40	3	2074	34.56666666666666	0.9834668593358116	0.4434818442488695	44.73700555911182
SMART	SM00494:ChtBD2	3	5.357142857142857	0.05972812656643018	FBGN0036948, FBGN0036361, FBGN0036362	25	16	945	7.0874999999999995	0.6489988271770994	0.4075464804536135	35.976237528058306
UP_KEYWORDS	Zinc	7	12.5	0.06153170034167707	FBGN0034712, FBGN0024289, FBGN0043791, FBGN0028945, FBGN0032066, FBGN0033327, FBGN0043576	54	128	2385	2.4153645833333335	0.8770164459442156	0.23046056536448523	42.553425502591416
GOTERM_BP_DIRECT	GO:0008363~larval chitin-based cuticle development	2	3.571428571428571	0.07115637106809568	FBGN0020638, FBGN0020637	35	4	1861	26.585714285714282	0.9477959421451049	0.5220020152997189	49.10139883304294
GOTERM_BP_DIRECT	GO:0009253~peptidoglycan catabolic process	2	3.571428571428571	0.07115637106809568	FBGN0033327, FBGN0043576	35	4	1861	26.585714285714282	0.9477959421451049	0.5220020152997189	49.10139883304294
INTERPRO	IPR017331:Peptidoglycan recognition protein, PGRP-S	2	3.571428571428571	0.07317329180124947	FBGN0033327, FBGN0043576	40	4	2074	25.925	0.9957937517539631	0.4953539682481305	54.65853724412142
INTERPRO	IPR006619:Peptidoglycan recognition protein family domain, metazoa/bacteria	2	3.571428571428571	0.07317329180124947	FBGN0033327, FBGN0043576	40	4	2074	25.925	0.9957937517539631	0.4953539682481305	54.65853724412142
INTERPRO	IPR015510:Peptidoglycan recognition protein	2	3.571428571428571	0.07317329180124947	FBGN0033327, FBGN0043576	40	4	2074	25.925	0.9957937517539631	0.4953539682481305	54.65853724412142
INTERPRO	IPR002502:N-acetylmuramoyl-L-alanine amidase domain	2	3.571428571428571	0.07317329180124947	FBGN0033327, FBGN0043576	40	4	2074	25.925	0.9957937517539631	0.4953539682481305	54.65853724412142
SMART	SM00098:alkPPc	2	3.571428571428571	0.07434857641549346	FBGN0034712, FBGN0043791	25	3	945	25.2	0.7310899412869158	0.35454047231902064	42.84391701194793
GOTERM_MF_DIRECT	GO:0008745~N-acetylmuramoyl-L-alanine amidase activity	2	3.571428571428571	0.07914518748398336	FBGN0033327, FBGN0043576	36	4	1717	23.84722222222222	0.94860961911416	0.44769831614057365	52.06961195386375
GOTERM_MF_DIRECT	GO:0004035~alkaline phosphatase activity	2	3.571428571428571	0.07914518748398336	FBGN0034712, FBGN0043791	36	4	1717	23.84722222222222	0.94860961911416	0.44769831614057365	52.06961195386375
KEGG_PATHWAY	dme00790:Folate biosynthesis	2	3.571428571428571	0.09420549294422631	FBGN0034712, FBGN0043791	8	8	573	17.90625	0.6632353406409577	0.6632353406409577	46.00948166599231
GOTERM_CC_DIRECT	GO:0005811~lipid particle	4	7.142857142857142	0.0948187061499263	FBGN0015035, FBGN0002562, FBGN0002565, FBGN0000639	24	86	1790	3.4689922480620154	0.7520877507440304	0.37179798000783404	49.17132921376576
PIR_SUPERFAMILY	PIRSF037945:peptidoglycan recognition protein, PGRP-S type	2	3.571428571428571	0.09517012371515553	FBGN0033327, FBGN0043576	6	4	204	17.0	0.45121580915375825	0.45121580915375825	38.036657613942204
SMART	SM00644:Ami_2	2	3.571428571428571	0.09793205217571166	FBGN0033327, FBGN0043576	25	4	945	18.9	0.8265927382255798	0.35469234034130337	52.585718725403005
SMART	SM00701:PGRP	2	3.571428571428571	0.09793205217571166	FBGN0033327, FBGN0043576	25	4	945	18.9	0.8265927382255798	0.35469234034130337	52.585718725403005
GOTERM_MF_DIRECT	GO:0016788~hydrolase activity, acting on ester bonds	2	3.571428571428571	0.09796008441213222	FBGN0033999, FBGN0063667	36	5	1717	19.077777777777776	0.9755585366928731	0.4612906244955598	60.130024062030806
